county,template,filename,manifest_count
fresno_madera,cas,2024AR_Silveira Dairy_11277 Ave 21.5_Madera.pdf,5
fresno_madera,cas,2024AR_Thommen Dairy_53955 W Nees Ave_Fresno.pdf,2
fresno_madera,cas,2024AR_Jose D Soares Dairy_19045 Road 1_Madera.pdf,0
fresno_madera,cas,2024AR_Silveira Heifers (merged w Silveira Dairy)_10221 Ave 21.5_Madera.pdf,0
fresno_madera,generic_r5,2024AR_J&D Wilson Dry Cows_430 W Mt. Whitney Ave_Fresno.pdf,2
fresno_madera,generic_r5,2024AR_Mt. Whitney Dairy_2792 W Mt. Whitney Ave_Fresno.pdf,3
fresno_madera,generic_r5,2024AR_A.T.O. Dairy_19249 S Fruit Ave_Fresno.pdf,0
fresno_madera,generic_r5,2024AR_Kerman Cattle Company_4301 S Dickenson Ave_Fresno.pdf,1
fresno_madera,generic_r5,2024AR_CSUF Dairy_5450 N Sierra Vista Ave_Fresno.pdf,0
fresno_madera,generic_r5,2024AR_Gerrit Visser & Sons Dairy_18565 S Marks Ave_Fresno.pdf,1
fresno_madera,generic_r5,2024AR_Fagundes Dairy_23548 Road 12_Madera.pdf,0
fresno_madera,generic_r5,2024AR_Costa View Dairy North_9499 Ave 20_Madera.pdf,1
fresno_madera,generic_r5,2024AR_South Point Ranch_13668 Ave 13_Madera.pdf,0
fresno_madera,generic_r5,2024AR_Alfred Soares Dairy_21282 Road 6_Madera.pdf,0
fresno_madera,generic_r5,2024AR_Open Sky Heifer Ranch (former Morning Star Dairy)_10032 W Elkhorn Ave_Fresno.pdf,5
fresno_madera,generic_r5,2024AR_Black Diamond Dairy_10467 W Kamm Ave_Fresno.pdf,0
fresno_madera,generic_r5,2024AR_Shady Acres Dairy #2_15391 W Elkhorn Ave_Fresno.pdf,0
fresno_madera,generic_r5,2024AR_South Iest Dairy (former Milk Time Dairy)_12519 Road 16_Madera.pdf,3
fresno_madera,generic_r5,2024AR_LaSalle Dairy_10663 7.5 Ave_Madera.pdf,2
fresno_madera,generic_r5,2024AR_Rivas Dairy_41198 W Valeria Ave_Fresno.pdf,2
fresno_madera,generic_r5,2024AR_El Dorado Ranches Dairy_23025 W American Ave_Fresno.pdf,0
fresno_madera,generic_r5,2024AR_Adams Dairy_16661 S Fowler Ave_Fresno.pdf,0
fresno_madera,generic_r5,2024AR_Coelho Farms Dairy_21656 S Cornelia Ave_Fresno.pdf,0
fresno_madera,generic_r5,2024AR_AJ Selnders Dairy_625 E Coleman Ave_Fresno.pdf,4
fresno_madera,generic_r5,"2024AR_Philip Verwey Dairy, Inc._12852 Road 9_Madera.pdf",3
fresno_madera,generic_r5,2024AR_Iest Family Farms Dairy_14576 Ave 14_Madera.pdf,3
fresno_madera,generic_r5,2024AR_Troost Dairy_27000 Road _Madera.pdf,5
fresno_madera,generic_r5,2024AR_Joe R. Garcia Dairy_20677 East Ave_Fresno.pdf,1
fresno_madera,generic_r5,2024AR_Banos Dairy_4667 Ave 23.5_Madera.pdf,2
fresno_madera,generic_r5,2024AR_John DeGroot and Son LP_6105 W Lincoln Ave_Fresno.pdf,0
fresno_madera,generic_r5,2024AR_Black Diamond Dairy_18789 S Fruit Ave_Fresno.pdf,5
fresno_madera,generic_r5,2024AR_VIP Cattle_19436 S East Ave_Fresno.pdf,0
fresno_madera,generic_r5,2024AR_McRee East Dairy_11812 Ave 18_Madera.pdf,0
fresno_madera,generic_r5,2024AR_Bar None Van Der Hoek Dairy_15886 S Lassen Ave_Fresno.pdf,0
fresno_madera,generic_r5,"2024AR_RuAnn Dairy, LLC_7285 W Davis Ave_Fresno.pdf",0
fresno_madera,generic_r5,2024AR_Fred Rau Dairy_10255 W Manning Ave_Fresno.pdf,9
fresno_madera,generic_r5,2024AR_Micheal McRee South Dairy_11304 Ave 18_Madera.pdf,0
fresno_madera,generic_r5,2024AR_Capstone Dairy_14303 Ave 14_Madera.pdf,0
fresno_madera,generic_r5,2024AR_Medeiros Dairy_608 E Riverdale Ave_Fresno.pdf,0
fresno_madera,generic_r5,2024AR_Cedar Avenue Feedlot_21622 S Cedar Ave_Fresno.pdf,2
fresno_madera,generic_r5,2024AR_River Valley Dairy_22700 S Cornelia Ave_Fresno.pdf,0
fresno_madera,generic_r5,2024AR_Sun Valley Farms Dairy_20680 Ave 21.5_Madera.pdf,0
fresno_madera,generic_r5,2024AR_J & D Wilson & Sons Dairy_11720 W Mt Whitney Ave_Fresno.pdf,3
fresno_madera,generic_r5,2024AR_Frank S. Brown Co. Dairy_22045 S Valentine Ave_Fresno.pdf,7
fresno_madera,generic_r5,2024AR_Grain Mill Group West_5336 W Harlan Ave_Fresno.pdf,0
fresno_madera,generic_r5,2024AR_Grain Mill Group East_4604 W Harlan Ave_Fresno.pdf,0
fresno_madera,generic_r5,2024AR_Coderview Holsteins Dairy_40396 W Valeria Ave_Fresno.pdf,0
fresno_madera,generic_r5,2024AR_Vitoria Farms Dairy_12433 Ave 24_Madera.pdf,8
fresno_madera,generic_r5,2024AR_Costa View Farms Dairy #2_16800 Road 15_Madera.pdf,1
fresno_madera,generic_r5,2024AR_AJF Dairy_23435 Road 12_Madera.pdf,0
fresno_madera,generic_r5,2024AR_Joe Mama_s Heifer Ranch_13644 Ave 18.5_Madera.pdf,0
fresno_madera,generic_r5,2024AR_G & A Dairy #2_6043 S Madera Ave_Fresno.pdf,7
fresno_madera,generic_r5,2024AR_Sozinho Dairy #2_8489 E Elkhorn Ave_Fresno.pdf,0
fresno_madera,generic_r5,2024AR_MR Dairy_18899 Road 16_Madera.pdf,0
fresno_madera,generic_r5,2024AR_Hansen & Sons Dairy_13348 Ave 20_Madera.pdf,0
fresno_madera,generic_r5,2024AR_Double DJ Farms Dairy_14768 Ave 27_Madera.pdf,0
fresno_madera,generic_r5,2024AR_Souza_s Dairy_8555 S Valentine Ave_Fresno.pdf,5
fresno_madera,generic_r5,2024AR_Vlot Calf Ranch_20330 Road 4_Madera.pdf,5
fresno_madera,generic_r5,2024AR_TRI-Iest Dairy_16500 Ave 14_Madera.pdf,3
fresno_madera,generic_r5,2024AR_Big De Cattle Dairy_2947 W Manning Ave_Fresno.pdf,4
fresno_madera,generic_r5,2024AR_Golden Star Dairy_4109 E Conejo Ave_Fresno.pdf,1
fresno_madera,generic_r5,2024AR_Dry River Dairy_12718 Ave 25_Madera.pdf,0
fresno_madera,generic_r5,2024AR_Triangle M Dairy_11302 Ave 18.5_Madera.pdf,0
fresno_madera,generic_r5,2024AR_Leonardo Bros Dairy_16508 S Clovis Ave_Fresno.pdf,0
fresno_madera,generic_r5,2024AR_J & F Martins Dairy #2_541 E Wood Ave_Fresno.pdf,0
fresno_madera,generic_r5,2024AR_White River Dairy_20400 Ave 17.5_Madera.pdf,2
fresno_madera,generic_r5,2024AR_Frea Dairy LLC_6205 S Brawley Ave_Fresno.pdf,9
fresno_madera,innovative_ag,2024AR_G & A Dairy_2200 S Marks Ave_Fresno.PDF,10
fresno_madera,innovative_ag,2024AR_Zonneveld Dairies Complex_1560 Cerini Ave_Fresno.PDF,1
fresno_madera,innovative_ag,"2024AR_Kiss Cattle, LLC_2585 S Chateau Fresno Ave_Fresno.PDF",3
fresno_madera,innovative_ag,2024AR_Fontes Dairy Farms-Dairy #1_5512 W Davis Ave_Fresno.PDF,0
fresno_madera,innovative_ag,2024AR_L & J Vanderham Feedlot_7500 Ave 14_Madera.pdf,1
fresno_madera,innovative_ag,2024AR_L & J Vanderham Dairy_10772 W Mt. Whitney Ave_Fresno.PDF,1
fresno_madera,innovative_ag,2024AR_Pimentel Dairy_18177 Road 10.5_Madera.PDF,0
fresno_madera,innovative_ag,2024AR_Open Sky Dairy_12103 W Elkhorn Ave_Fresno.PDF,0
fresno_madera,innovative_ag,2024AR_River Oaks Dairy_3621 E Mt. Whitney Ave_Fresno.PDF,1
fresno_madera,innovative_ag,2024AR_Fontes Dairy Farms-Dairy 2_20334 S Polk Ave_Fresno.PDF,0
fresno_madera,innovative_ag,2024AR_Maple Dairy_19860 Maple St_Fresno.PDF,1
fresno_madera,provost_pritchard,2024AR_Pacheco Dairy_1108 N Plumas Ave_Fresno.PDF,12
fresno_madera,livingston,2024AR_A & M Farms Dairy_10350 W Manning Ave_Fresno.PDF,0
fresno_madera,dellaville,"2024AR_Bar 20 Dairy, LLC_24387 W Whitesbridge Rd_Fresno.pdf",0
kern,generic_r5,2024AR_Mc Moo Farms Dairy.pdf,1
kern,generic_r5,2024AR_West Start North Dairy_26953 Riverside St_Kern.pdf,0
kern,generic_r5,2024AR_H&P Dairy.pdf,1
kern,generic_r5,2024AR G3 Dairy.pdf,1
kern,generic_r5,2024AR_Kootstra Dairy.pdf,0
kern,generic_r5,2024AR_Lakeview Farms Dairy.pdf,1
kern,generic_r5,2024AR_Newhouse Dairy.pdf,1
kern,generic_r5,2024AR_Rosa Dairy.pdf,1
kern,generic_r5,2024AR_Carlos Echeverria & Sons_20229 Old River Rd_Kern.pdf,0
kern,generic_r5,2024AR_Faial Farms 2 Dairy.pdf,1
kern,generic_r5,2024AR_Trilogy Dairy.pdf,1
kern,generic_r5,2024AR_J&R Dairy.pdf,2
kern,generic_r5,2024AR_Panama Ranch Dairy.pdf,1
kern,generic_r5,2024AR_Westwind Dairy.pdf,1
kern,generic_r5,2024AR_Desert View Dairy #1_13437 Gun Club Rd_Kern.pdf,0
kern,generic_r5,2024AR_Bidart Dairy No 2_20400 Old River Rd_Kern.pdf,0
kern,generic_r5,2024AR_AJB Ranch Dairy.pdf,3
kern,generic_r5,2024AR_Maple Dairy.pdf,2
kern,generic_r5,2024AR_Bidart Dairy No 3_25820 Stockdale Hwy_Kern.pdf,0
kern,generic_r5,2024AR_Western Sky Dairy.pdf,1
kern,generic_r5,2024AR_T&W Farms #2 Dairy.pdf,1
kern,generic_r5,2024AR_Avalon Dairy Farms_27125 Pond Rd_Kern.pdf,1
kern,generic_r5,2024AR_Maya Dairy_18451 Wildwood Rd_Kern.pdf,2
kern,generic_r5,2024AR_B.V. Dairy_18904 Bear Moutain Blvd_Kern.pdf,0
kern,generic_r5,2024AR_VP Legacy Farms_28349 Los Angeles St_Kern.pdf,3
kern,generic_r5,2024AR Faial Farms Dairy.pdf,1
kern,generic_r5,2024AR_Vanden Berge Dairy.pdf,0
kern,generic_r5,2024AR_Bear Mountain Dairy.pdf,5
kern,generic_r5,2024AR_Bear 5 Feedlot_12841 Bear Moutain Blvd_Kern.pdf,2
kern,generic_r5,2024AR_Peterson Dairy_30999 Peterson Rd_Kern.pdf,1
kern,generic_r5,2024AR_Affentranger & Sons Dairy.pdf,0
kern,generic_r5,2024AR_Bellanave Dairy.pdf,0
kern,generic_r5,2024AR_Desert View Dairy #2_24794 Sherwood Ave_Kern.pdf,0
kern,generic_r5,2024AR_T&W Farms.pdf,1
kern,generic_r5,2024AR_Richmar Farms Dairy.pdf,0
kern,innovative_ag,2024AR_David Vander Schaaf_7524 South Fairfax Rd_Kern.pdf,2
kern,livingston,2024AR_Oasis Holsteins Dairy_18041 Palm Ave_Kern.pdf,0
kern,livingston,2024AR_Goyenetche Dairy LLC_6041 Brandt Rd_Kern.pdf,0
kern,livingston,2024AR_Whiteside Dairy_16461 Scofield Ave_Kern.pdf,0
kern,livingston,2024AR_Solo Dairy_11495 Jumper Ave_Kern.pdf,1
kern,livingston,2024AR_Tjaarda Dairy_19211 Magnolia Ave_Kern.pdf,1
kern,livingston,2024AR_Skyview Dairy_28989 Riverside St_Kern.pdf,0
kings,generic_r5,2024 AR_White River Dairy.pdf,0
kings,generic_r5,2024AR_Richard Simas Dairy_17571 Flint Ave_Kings.pdf,0
kings,generic_r5,2024AR_LU AR Dairy_6121 15th Ave_Kings.pdf,0
kings,generic_r5,2024AR_Mattos Dairy #4.pdf,0
kings,generic_r5,2024AR_Sozinho Dairy #5.pdf,0
kings,generic_r5,2024AR_Jaques & Silva Dairy_10536 6th Ave_Kings.pdf,1
kings,generic_r5,2024AR_Tony Cox Dairy #4.pdf,0
kings,generic_r5,2024AR_Antonio Garcia Dairy_6571 Fargo Ave_Kings.pdf,2
kings,generic_r5,2024AR_Daniel Brasil Dairy_18280 Fairfax Avenue_Kings.pdf,0
kings,generic_r5,2024AR_Henry Veenendaal Dairy_3678 Houston Ave_Kings.pdf,0
kings,generic_r5,2024AR_Alvaro Machado Dairy_5230 9th Avenue_Kings.pdf,0
kings,generic_r5,2024AR_F&S Brasil Dairy_14235 Kent Ave_Kings.pdf,0
kings,generic_r5,2024AR_J&D Wilson Dairy #2.pdf,0
kings,generic_r5,2024AR_Santa Anita Dairy_4356 Kansas Ave_Kings.pdf,0
kings,generic_r5,2024AR_Double A Feeders_15673 5.5. Ave_kings.pdf,0
kings,generic_r5,2024AR_Golde Star Dairy #2.pdf,0
kings,generic_r5,2024AR_Contente & Co Dairy_7900 15th Ave_Kings.pdf,2
kings,generic_r5,2024AR_Fagundes Agribusiness Dairy_7546 8.5 Ave_Kings.pdf,0
kings,generic_r5,2024AR_Sozinho Dairy #5_4615 Excelsior Ave_Kings.pdf,0
kings,generic_r5,2024AR_Mattos Brother Dairy.pdf,0
kings,generic_r5,2024AR_Sozinho Jerseys.pdf,0
kings,generic_r5,2024AR_Lone Oak Farms Dairy #1_13866 4th Ave_Kings.pdf,0
kings,generic_r5,2024AR_Double N Dairy II.pdf,0
kings,generic_r5,2024AR_Bar E Dairy.pdf,0
kings,generic_r5,2024AR_Dream Dairy #1.pdf,0
kings,generic_r5,2024AR_Georgenson Dairy_8519 24th Ave_Kings.pdf,1
kings,generic_r5,2024AR_Neves Dairy.pdf,0
kings,generic_r5,2024AR_Four Star Dairy.pdf,0
kings,generic_r5,2024AR_Dixie Creek Dairy_3601 Lancy Blvd_Kings.pdf,0
kings,generic_r5,2024AR_Silva & Son Dairy.pdf,0
kings,generic_r5,2024AR_Feliciata Dairy.pdf,0
kings,generic_r5,2024AR_Flatland Farms LLC_8483 15th Ave_Kings.pdf,3
kings,generic_r5,2024AR_Flint Dairy_6511 Flint Ave_Kings.pdf,17
kings,generic_r5,2024AR_Mello D Jerseys_14803 Grangeville Blvd_Kings.pdf,0
kings,generic_r5,2024AR_Over the Moon Dairy_9455 Second Ave_Kings.pdf,0
kings,generic_r5,2024AR_Dutra & Dutra Dairy.pdf,0
kings,generic_r5,2024AR_E Mendes Dairy_23568 Fargo Ave_Kings.pdf,1
kings,generic_r5,2024AR_Bareto & Silviera Dairy.pdf,0
kings,generic_r5,2024AR_Double N Dairy_12700 Everett Ave_Kings.pdf,0
kings,generic_r5,2024AR_A&R Brazil Dairy Sunshine Dairy_13419 7th Ave_Kings.pdf,0
kings,generic_r5,2024AR_Phoenix Dairy_10736 1.5Ave_Kings.pdf,0
kings,generic_r5,2024AR_Sierra Blanca Ranch #2_15010 5th Ave_Kings.pdf,0
kings,generic_r5,2024AR_Dover Dairy_4265 Dover Ave_Kings.pdf,1
kings,generic_r5,2024AR_Joaquim Mattos & Family Dairy.pdf,0
kings,generic_r5,2024AR_Sozinho Dairy #1 & #3_11447 8.5 Ave_Kings.pdf,0
kings,generic_r5,2024AR_Parreira & Gaspar Dairy_17800 4th Avenue_Kings.pdf,0
kings,full_coverage,2024AR_Contente & Co Ranch_5730 20th Ave_Kings.pdf,1
kings,innovative_ag,2024AR_Poplar Lane Dairy_5387 Kent Avenue_Kings.PDF,0
kings,innovative_ag,2024AR_Cowlifornia Dairy LLC_3742 Lacey Blvd_Kings.PDF,0
kings,innovative_ag,2024AR_Jackson Dairy LLC_8637 Jackson Ave_Kings.PDF,0
kings,innovative_ag,2024AR_Valadao Dairy_17293 9.5 Ave_Kings.PDF,0
kings,innovative_ag,2024AR_Parreira Dairy_18081 17th Ave_Kings.PDF,1
kings,innovative_ag,2024AR_Cactus Ranch_8800 Lansing Ave_Kings.PDF,0
kings,innovative_ag,2024AR_Still Water Ranch LLC_5001 4th Avenue_Kings.PDF,0
kings,innovative_ag,2024AR_DeGroot Dairies-South_3101 Granageville Blvd_Kings.PDF,0
kings,innovative_ag,2024AR_Milkaholic Dairy LLC_6267 5th Ave_Kings.PDF,1
kings,innovative_ag,2024AR_J & A Dairy LLC_16283 18th Avenue_Kings.PDF,1
kings,innovative_ag,2024AR_Holland_s Dairy_3533 Grangeville Blvd_Kings.PDF,0
kings,innovative_ag,2024AR_Backroad Ranch #2_4119 Houston Ave_Kings.PDF,1
kings,innovative_ag,2024AR_DeGroot Dairies-North_2446 Grangeville Blvd_Kings.PDF,0
kings,innovative_ag,2024AR_High Roller Dairy_14782 8th Ave_Kings.PDF,0
kings,innovative_ag,2024AR_River Ranch Dairy_6155 Jackson Ave_Kings.PDF,2
kings,innovative_ag,2024AR_The Dairy Inc_6240 21st Ave_Kings.PDF,2
kings,provost_pritchard,2024AR_Diamond D LLC Dairy_9423 Idaho Ave_Kings.PDF,4
kings,provost_pritchard,2024AR_Hakker Dairy_12499 Idaho Ave_Kings.PDF,0
kings,livingston,2024AR_Vitor Borba Heifers.PDF,0
kings,livingston,2024AR_Moonstone Dairy_1305 Iona Avenue_Kings.PDF,1
kings,livingston,2024AR_West Creek Dairy_8409 5th Ave_Kings.PDF,4
kings,livingston,2024AR_Manuel & Alda Lawrence Dairy_12871 Kent Ave_Kings.PDF,0
kings,livingston,2024AR_Vitor Borba Dairy_7721 Flint Ave_Kings.PDF,0
kings,livingston,2024AR_S&A Dairy_13243 Houston Ave_Kings.pdf,1
kings,livingston,2024AR_Bill Idsinga Dairy_4595 Houston Ave_Kings.PDF,1
kings,livingston,2024AR_Vitor Borba Dairy #2_16452 11th Ave_Kings.PDF,1
kings,livingston,2024AR_Cunha Dairy #1_6680 16th Ave_Kings.PDF,0
kings,livingston,2024AR_C&R Dairy_15336 10th Ave_Kings.PDF,1
kings,livingston,2024AR_MF Rosa Dairy_10090 2nd Ave_Kings.PDF,0
tulare_west,generic_r5,"2024AR_Channel Islands Dairy Farms, LLC_13406 Road 24_W Tulare.pdf",1
tulare_west,generic_r5,2024AR_L K Ranches Dairy_29007 Road 56_W Tulare.pdf,0
tulare_west,generic_r5,2024AR_Horizon Jerseys Dairy_8798 Avenue 160_W Tulare.pdf,0
tulare_west,generic_r5,2024AR_Frank C. Lawrence Dairy_28476 Road 52_W Tulare.pdf,0
tulare_west,generic_r5,2024AR_S & S Dairy_5311 Avenue 272_W Tulare.pdf,1
tulare_west,generic_r5,2024AR_Aukeman Farms Dairy_17297 Road 96_W Tulare.pdf,4
tulare_west,generic_r5,2024AR_Delta View Farms #3_4590 Avenue 304_W Tulare.pdf,0
tulare_west,generic_r5,2024AR_Curtimade Dairy_18337 Road 24_W Tulare.pdf,0
tulare_west,generic_r5,2024AR_Scheenstra Dairy_16800 Road 96_W Tulare.pdf,2
tulare_west,generic_r5,Annual Report copy 8.pdf,0
tulare_west,generic_r5,2024AR_Two Star Dairy #1_6305 Avenue 176_W Tulare.pdf,0
tulare_west,generic_r5,Annual Report copy 9.pdf,0
tulare_west,generic_r5,2024AR_Riverview Dairy_9295 Avenue 88_W Tulare.pdf,1
tulare_west,generic_r5,"2024AR_Coronado Dairy Farms, LLC_5850 Avenue 160_W Tulare.pdf",0
tulare_west,generic_r5,2024AR_El Monte Dairy_10410 Avenue 160_W Tulare.pdf,1
tulare_west,generic_r5,2024AR_JNA Brasil Dairy_6323 Avenue 280_W Tulare.pdf,0
tulare_west,generic_r5,Annual Report copy.pdf,0
tulare_west,generic_r5,2024AR_Kroes Family Limited Partnership Dairy_15506 Road 80_W Tulare.pdf,0
tulare_west,generic_r5,2024AR_Dixie Creek South Dairy_24116 Road 28_W Tulare.pdf,0
tulare_west,generic_r5,Annual Report copy 7.pdf,0
tulare_west,generic_r5,Annual Report copy 6.pdf,0
tulare_west,generic_r5,Annual Report copy 4.pdf,0
tulare_west,generic_r5,Annual Report copy 10.pdf,0
tulare_west,generic_r5,Annual Report copy 5.pdf,0
tulare_west,generic_r5,2024AR_Edwin Brasil Dairy_29134 Road 56_W Tulare.pdf,0
tulare_west,generic_r5,Annual Report copy 2.pdf,0
tulare_west,generic_r5,Annual Report copy 3.pdf,0
tulare_west,generic_r5,Annual Report.pdf,0
tulare_west,innovative_ag,2024AR_Decade Dairy_3313 Avenue 256_W Tulare.PDF,1
tulare_west,innovative_ag,2024AR_Meadowlake Dairy_6802 Avenue 120_W Tulare.PDF,4
tulare_west,innovative_ag,2024AR_Brian James Jongsma Dairy_16026 Road 64_W Tulare.PDF,2
tulare_west,innovative_ag,2024AR_K & M Visser Dairy_9279 Avenue 96_W Tulare.PDF,0
tulare_west,innovative_ag,2024AR_South Creek Dairy_11450 Avenue 64_W Tulare.PDF,1
tulare_west,innovative_ag,2024AR_Blue Moon Farms_13213 Road 80_W Tulare.PDF,0
tulare_west,innovative_ag,2024AR_Parreira Farms #2_11021 Avenue 120_W Tulare.PDF,0
tulare_west,innovative_ag,2024AR_Sun Valley Dairy_255 Road 128_W Tulare.PDF,3
tulare_west,innovative_ag,2024AR_John Vander Poel Dairy (Pixley)_8001 Road 104_W Tulare.PDF,0
tulare_west,innovative_ag,2024AR_VP Farms Dairy_15503 Road 96_W Tulare.PDF,0
tulare_west,innovative_ag,2024Ar_Sunset Dairy_29049 Road 68_W Tulare.PDF,1
tulare_west,innovative_ag,2024AR_Back Road Dairy_22000 Road 28_W Tulare.PDF,0
tulare_west,provost_pritchard,2024AR_MS Monteiro & Sons Dairy_3515 Avenue 228_W Tulare.PDF,0
tulare_west,livingston,2024AR_F & L Barcellos #2_7585 Avenue 152_W Tulare.PDF,1
tulare_west,livingston,2024AR_Valov Brothers Farms LP_2865 West Prosperity Avenue_W Tulare.PDF,0
tulare_west,livingston,2024AR_DJ Dairy_4390 Avenue 352_W Tulare.PDF,1
tulare_west,livingston,2024AR_LegenDairy South_8360 Avenue 144_W Tulare.PDF,0
tulare_west,livingston,2024AR_LegenDairy Farms Dairy_14685 Road 96_W Tulare.PDF,0
tulare_west,livingston,2024AR_Jer-Z Boys Dairy #1_11001 Avenue 112_W Tulare.PDF,0
tulare_west,livingston,2024AR_JZB #2 Heifer Ranch_20798 Road 28_W Tulare.PDF,0
tulare_west,livingston,2024AR_Scalia Inc._21399 Road 76_W Tulare.PDF,0
tulare_west,livingston,2024AR_Scalia Inc._7405 Avenue 216_W Tulare.PDF,0
tulare_east,cas,2024AR_Rui and Jennifer Brasil Dairy_8061 Ave 360_Tulare.pdf,1
tulare_east,cas,2024AR_Nunes & Sond Dairy_690 E Oakdale Ave_Tulare.pdf,1
tulare_east,generic_r5,2024AR_Martin Ranch_14861 Ave 144_Tulare.pdf,0
tulare_east,generic_r5,2024AR_Mario Simoes Family Dairy #1_13185 Ave 136_Tulare.pdf,0
tulare_east,generic_r5,2024AR_Avenue 128 Dairy_13002 Ave 128_Tulare.pdf,1
tulare_east,generic_r5,2024AR_Nunes Brothers Dairy_20439 Rd 124_Tulare.pdf,0
tulare_east,generic_r5,2024AR_Lerda-Goni Farms Dairy_18797 Rd 142_Tulare.pdf,0
tulare_east,generic_r5,2024AR_Sousa Dairy_7709 Ave 376_Tulare.pdf,1
tulare_east,generic_r5,2024AR_Double D Dairy_15276 Ivanhoe Dr_Tulare.pdf,0
tulare_east,generic_r5,2024AR_Sunrise Dairy_8022 Ave 368_Tulare.pdf,0
tulare_east,generic_r5,2024AR_Hettinga Farms Dairy_13400 Ave 120_Tulare.pdf,1
tulare_east,generic_r5,2024AR_Bos Farms LP_20397 Rd 152_Tulare.pdf,0
tulare_east,generic_r5,2024AR_Nunes & Sons Dairy Inc_26946 Rd 108_Tulare.pdf,0
tulare_east,generic_r5,2024AR_Fernjo Heifers_14428 Ave 232_Tulare.pdf,0
tulare_east,generic_r5,2024AR_Ribeiro Dairy_17983 Rd 128_Tulare.pdf,0
tulare_east,generic_r5,2024AR_North Ridge Dairy_18951 Ave 192_Tulare.pdf,0
tulare_east,generic_r5,2024AR_White Gold Dairy_18357 Ave 152_Tulare.pdf,0
tulare_east,generic_r5,2024AR_Ben Mendonca & Family Dairy_19517 Rd 124_Tulare.pdf,0
tulare_east,generic_r5,2024AR_Borba Dairy_14836 Rd 200_Tulare.pdf,0
tulare_east,generic_r5,2024AR_Alta Sierra Dairy_7901 Ave 368_Tulare.pdf,1
tulare_east,generic_r5,2024AR_Mancebo Holsteins #1_14891 Ave 232_Tulare.pdf,0
tulare_east,generic_r5,2024AR_Ranco Terisita Dairy #3_12671 Ave 200_Tulare.pdf,0
tulare_east,generic_r5,2024AR_Pacheco & Fagundes Dairy_23388 Rd 180_Tulare.pdf,0
tulare_east,generic_r5,2024AR_Van Beek Brothers Dairy_14808 Ave 152_Tulare.pdf,2
tulare_east,generic_r5,2024AR_Diamond L Dairy_14229 Ave 228_Tulare.pdf,0
tulare_east,generic_r5,2024AR_Fernjo Dairy #1_23135 Rd 148_Tulare.pdf,0
tulare_east,generic_r5,2024AR_Vida Boa Dairy #1_15125 Ave 240_Tulare.pdf,0
tulare_east,generic_r5,2024AR_Rib-Arrow Dairy_18287 Rd 136_Tulare.pdf,0
tulare_east,generic_r5,2024AR_Sepeda Brothers Dairy_18316 Rd 128_Tulare.pdf,0
tulare_east,generic_r5,2024AR_Hoppy Cows Dairy_7435 Ave 360_Tulare.pdf,0
tulare_east,generic_r5,2024AR_A.M. Dairy_8651 Ave 388_Tulare.pdf,0
tulare_east,generic_r5,2024AR_Arthur Leyendekker Dairy_9001 Ave 360 Tulare.pdf,0
tulare_east,generic_r5,2024AR_Fernjo Dairy #2_12131 Ave 200_Tulare.pdf,0
tulare_east,generic_r5,2024AR_Little H Dairy_15804 Ave 248_Tulare.pdf,1
tulare_east,generic_r5,2024AR_Vida Boa #2 Dairy_15011 Ave 240_Tulare.pdf,0
tulare_east,generic_r5,2024AR_Mancebo Holsteins #2 Dairy_23792 Rd 140_Tulare.pdf,1
tulare_east,generic_r5,2024AR_Double Oak Dairy_3573 E Oakdale Ave_Tulare.pdf,0
